东方夏湾拿 4室2厅 东,东方夏湾拿,太平镇,4室2厅 ,363.96, 东 , 其他 ,3,2005, 平房,1,11,8500000.0,23355,VR房源 房本满五年 
逸泉映翠 精装三房南向望园林 配套全近地铁 证过二,逸泉映翠,江浦街,3室2厅 ,98.34, 南 , 精装 ,24,2014, 塔楼,2, 7个月以前发布,1200000.0,12203,VR看装修 房本满两年 
上城湾畔B区毛坯3房。双阳台，证满两年,上城湾畔B区,江浦街,3室2厅 ,93.0, 西北 , 其他 ,17,2009, 塔楼,2, 1个月以前发布,1800000.0,19355,近地铁 VR看装修 房本满五年 
方圆明月山溪 2室1厅 东南,方圆明月山溪,温泉镇,2室1厅 ,89.59, 东南 , 精装 ,11,2014, 塔楼,6, 1个月以前发布,900000.0,10046,VR看装修 房本满五年 
楼层好，格局好，视野宽阔，采光充足，交通便利,星河绿洲,江浦街,2室2厅 ,73.24, 东南 北 , 精装 ,8,2009, 塔楼,21, 5个月以前发布,950000.0,12972,VR看装修 房本满五年 
逸泉山庄 南向 小高层电梯 精装修,逸泉山庄,赤草,3室1厅 ,135.09, 南 , 精装 ,7,2009, 塔楼,4, 2个月以前发布,1680000.0,12437,近地铁 VR看装修 房本满五年 
人盛大厦精装3房2厅 业主诚心出售,人盛大厦,旧城区,3室2厅 ,112.4, 东南 , 精装 ,9,1998, 塔楼,6, 一年前发布,1300000.0,11566,VR房源 房本满五年 
电梯高层洋房， 小区管理，拎包入住,珠光山水御苑,江浦街,3室1厅 ,103.9, 东南 , 精装 ,31,2014, 塔楼,9, 一年前发布,1200000.0,11550,VR看装修 房本满两年 
富力泉天下温馨小两房，地处山顶公园,富力泉天下,温泉镇,2室2厅 ,81.36, 北 , 精装 ,18,2014, 塔楼,9, 一年前发布,1000000.0,12292,VR看装修 房本满两年 
全新精装修三房，阳台视野开阔无遮挡，环境安静优美！,珠光流溪御景,赤草,3室2厅 ,95.82, 西北 北 , 精装 ,18,2013, 塔楼,4, 1个月以前发布,1200000.0,12524,VR看装修 房本满两年 
大城云山 现代化精装修 地铁口物业,大城云山,太平镇,3室1厅 ,113.59, 东北 , 精装 ,11,2016, 塔楼,48, 一年前发布,1650000.0,14526,近地铁 VR看装修 房本满五年 
业主割爱出售 逸泉映翠南向精装大三房精心保养,逸泉映翠,江浦街,3室1厅 ,126.9, 南 北 , 精装 ,24,2014, 塔楼,5, 7个月以前发布,1550000.0,12215,VR看装修 房本满两年 
此房高层采光充足，前望流溪河后有泳池背靠风云岭,珠光流溪御景,赤草,3室2厅 ,130.25, 东南 南 , 毛坯 ,12,2013, 塔楼,3, 2个月以前发布,1680000.0,12899,VR看装修 房本满两年 
洋房中高层，视野开阔，楼距宽，采光好，户型方正,雅居乐小院流溪,赤草,3室2厅 ,110.92, 东南 , 精装 ,16,2015, 塔楼,15, 2个月以前发布,1400000.0,12622,VR看装修 房本满两年 
楼层好     视野开阔    环境优雅  空气清新,雍禾苑,新城片区,3室2厅 ,112.83, 南 西南 , 精装 ,21,2012, 塔楼,22, 一年前发布,1950000.0,17283,VR看装修 房本满两年 
君源御湖城 3室2厅 东南,君源御湖城,江浦街,3室2厅 ,102.62, 东南 , 毛坯 ,16,2012, 塔楼,0, 8个月以前发布,1150000.0,11207,VR看装修 房本满五年 
视野开阔，东南向户型采光充足，毛坯可自行装修喜欢的,大城云山,太平镇,2室2厅 ,90.57, 东南 , 毛坯 ,15,2016, 塔楼,6, 3个月以前发布,1280000.0,14133,近地铁 VR看装修 房本满两年 随时看房 
户型通透，望流溪河，景色优美。空气好,紫泉流溪湾,太平镇,2室2厅 ,78.66, 西北 , 精装 ,18,2013, 板楼,7, 4个月以前发布,1080000.0,13730,VR看装修 房本满两年 随时看房 
方方正正户型 ， 边位房型全揽花园,人盛巴厘天地,神岗镇,2室2厅 ,84.57, 南 , 其他 ,17,2012, 塔楼,1, 1个月以前发布,1000000.0,11825,VR看装修 房本满五年 随时看房 
实用户型 地铁邻旁 北望风景！,逸泉映翠,江浦街,3室1厅 ,99.86, 东北 , 其他 ,21,2014, 塔楼,1, 一年前发布,1280000.0,12818,VR看装修 房本满两年 
巴厘天地大三房 品质小区 居住环境舒适,人盛巴厘天地,神岗镇,3室2厅 ,125.0, 南 , 其他 ,17,2012, 塔楼,0, 5个月以前发布,1650000.0,13200,VR看装修 房本满五年 
小区环境优美，绿化好，小区居住安静。,人盛巴厘天地,神岗镇,3室2厅 ,121.0, 东南 , 其他 ,17,2011, 塔楼,0, 7个月以前发布,1470000.0,12149,VR看装修 房本满两年 
富力泉天下精装别墅，即可经营民宿，也可自住,富力泉天下,温泉镇,6室2厅 ,202.92, 南 北 , 其他 ,3, 塔楼 , 联排别墅 ,31, 1个月以前发布,2200000.0,10842,VR房源 房本满两年 
富力泉天下 3室2厅 南,富力泉天下,温泉镇,3室2厅 ,120.0, 南 , 其他 ,18,2014, 塔楼,1, 5个月以前发布,1420000.0,11834,VR看装修 房本满五年 
南北对流小区绿化好，交通便利，生活配套成熟,人盛巴厘天地,神岗镇,3室2厅 ,102.84, 东南 , 其他 ,17,2012, 塔楼,0, 8个月以前发布,1340000.0,13030,VR看装修 房本满五年 
地铁楼盘！证满两年！南北对流！3房户型精装修,人盛巴厘天地,神岗镇,3室2厅 ,99.11, 西北 , 其他 ,17,2012, 塔楼,0, 5个月以前发布,1290000.0,13016,VR看装修 房本满五年 
明月山溪 1室1厅 度假养老优先 高楼层 视野开阔,方圆明月山溪,温泉镇,1室1厅 ,57.99, 东南 , 其他 ,18,2014, 塔楼,2, 5个月以前发布,700000.0,12072,VR看装修 房本满五年 
紫泉翠荔嘉园  精装三房带超大前后花园  附家私家电,紫泉翠荔嘉园,太平镇,3室2厅 ,89.77, 东南 , 简装 ,6,2008, 塔楼,16, 一年前发布,1700000.0,18938,VR看装修 房本满五年 
房子采光通风明亮 间隔方正实用 南北对流,君源御湖城,江浦街,2室2厅 ,81.09, 南 , 毛坯 ,16,2011, 塔楼,1, 5个月以前发布,910000.0,11223,VR看装修 房本满五年 
星汇峰 南北对流朝向，通风通透性好，利用率高,星汇峰,太平镇,2室2厅 ,74.29, 北 , 精装 ,9,2010, 塔楼,7, 2个月以前发布,950000.0,12788,VR看装修 房本满五年 
中高楼层，南向无遮挡。格局方正。,紫泉流溪湾,太平镇,2室2厅 ,76.61, 南 , 毛坯 ,17,2012, 板楼,5, 6个月以前发布,1000000.0,13054,VR看装修 房本满两年 
房子采光通风明亮 间隔方正实用 南北对流,君源御湖城,江浦街,2室2厅 ,80.76, 北 , 毛坯 ,16,2012, 塔楼,4, 5个月以前发布,800000.0,9906,VR看装修 房本满五年 
明月山溪，三面环山，看湖，拥有丰富的原生态资源,方圆明月山溪,温泉镇,1室1厅 ,57.95, 东 北 , 其他 ,18,2014, 塔楼,3, 3个月以前发布,670000.0,11562,VR看装修 房本满两年 
房子采光通风明亮 间隔方正实用 南北对流,君源御湖城,江浦街,2室2厅 ,80.76, 北 , 毛坯 ,16,2012, 塔楼,4, 5个月以前发布,800000.0,9906,VR看装修 房本满五年 
碧桂园御湖城 南向精装修三房 大阳台户型,君源御湖城,江浦街,3室2厅 ,103.87, 南 , 精装 ,16,2011, 塔楼,0, 2个月以前发布,1260000.0,12131,VR看装修 随时看房 
宏城海峰，流溪河畔，精致3房。,宏诚海峰花园,江浦街,3室2厅 ,86.7, 西南 , 毛坯 ,15,2014, 塔楼,2, 一年前发布,1400000.0,16148,VR看装修 随时看房 
流溪河山庄 3室1厅 东南,流溪河山庄,赤草,3室1厅 ,110.52, 东南 , 简装 ,6,1998, 板楼,13, 1个月以前发布,800000.0,7239,VR房源 随时看房 
格局方正，朝向好，光线好，楼龄新,大城云山,太平镇,3室2厅 ,121.18, 南 , 毛坯 ,22,2016, 塔楼,11, 7个月以前发布,1400000.0,11554,近地铁 VR看装修 随时看房 
电梯刚需三房带主卫  视野开阔 实用高 配套成熟新小区,云星钱隆天誉,太平镇,3室2厅 ,123.4, 北 , 毛坯 ,25,2014, 塔楼,3, 一年前发布,1680000.0,13615,VR房源 随时看房 
大城云山 正规三房 采光充足 视野广阔,大城云山,太平镇,3室2厅 ,121.58, 西南 , 毛坯 ,22,2016, 塔楼,6, 8个月以前发布,1480000.0,12174,近地铁 VR房源 随时看房 
地铁口700米大城云山大三房精装修业主诚意出售,大城云山,太平镇,3室2厅 ,117.71, 南 北 , 其他 ,17,2016, 塔楼,2, 9个月以前发布,1700000.0,14443,近地铁 VR看装修 房本满两年 
珠江配套大盘1字头地铁物业带精装修,珠江壹城,神岗镇,5室2厅 ,323.0, 西南 , 其他 ,2, 板塔结合 , 独栋别墅 ,3, 一年前发布,4450000.0,13778,VR房源 房本满两年 
户型格局好，配套齐全，交通方便,星汇峰,太平镇,2室2厅 ,73.53, 东北 , 其他 ,9,2010, 塔楼,20, 10个月以前发布,1050000.0,14280,VR看装修 房本满五年 
此房满五年，税费低，配套完善，交通方便,星汇峰,太平镇,3室2厅 ,108.79, 南 , 毛坯 ,12,2010, 塔楼,1, 7个月以前发布,1390000.0,12777,VR看装修 房本满五年 
夏日港湾 大3房 格局方正 南向采光充足笋盘出售,夏日港湾,江浦街,3室2厅 ,128.44, 南 , 其他 ,8,2004, 板楼,25, 7个月以前发布,1700000.0,13236,VR房源 房本满两年 
上城湾畔东区低层南向4房。业主诚意出售,上城湾畔东区,江浦街,4室2厅 ,144.59, 南 , 其他 ,17,2009, 塔楼,2, 2个月以前发布,2700000.0,18674,近地铁 VR看装修 房本满五年 
高楼层，户型方正，舒适大三房。,人盛巴厘天地,神岗镇,3室2厅 ,115.72, 东南 , 其他 ,17,2012, 塔楼,3, 2个月以前发布,1300000.0,11235,VR看装修 房本满两年 
空气清新 负离子空气 优质的森林山景视野开阔配套完善,富力泉天下,温泉镇,4室2厅 ,154.09, 东南 , 其他 ,23,2014, 塔楼,0, 1个月以前发布,1780000.0,11552,VR看装修 房本满两年 
大成云山  近地铁口  南向望园林,大城云山,太平镇,3室1厅 ,114.25, 东 南 , 其他 ,11,2016, 塔楼,1, 一年前发布,1650000.0,14443,近地铁 VR看装修 房本满五年 
配套成熟小区、南向格局方正采光好实用三房,爱尚流溪,江浦街,3室2厅 ,127.49, 南 , 其他 ,24,2014, 塔楼,4, 9个月以前发布,1350000.0,10590,VR看装修 房本满两年 
满五年，税费低，配套完善，交通方便,星汇峰,太平镇,2室1厅 ,76.81, 南 , 其他 ,9,2010, 塔楼,9, 10个月以前发布,950000.0,12369,VR看装修 房本满五年 
新时代家园 3室1厅 北 东北,新时代家园,旧城区,3室1厅 ,93.54, 北 东北 , 其他 ,9,2012, 塔楼,5, 2个月以前发布,1120000.0,11974,VR看装修 房本满两年 
富力泉天下 3室1厅 南,富力泉天下,温泉镇,3室1厅 ,123.54, 南 , 其他 ,18,2014, 塔楼,4, 8个月以前发布,1250000.0,10119,VR看装修 房本满两年 
富力泉天下 6室2厅 南 北,富力泉天下,温泉镇,6室2厅 ,221.0, 南 北 , 其他 ,3, 塔楼 , 联排别墅 ,0, 2个月以前发布,3600000.0,16290,VR房源 房本满五年 
富力泉天下 3室1厅 南,富力泉天下,温泉镇,3室1厅 ,123.54, 南 , 其他 ,18,2014, 塔楼,4, 8个月以前发布,1250000.0,10119,VR看装修 房本满两年 
山水御苑  全新装修  拎包即可入住,珠光山水御苑,江浦街,2室1厅 ,77.24, 北 , 其他 ,30,2016, 塔楼,1, 4个月以前发布,990000.0,12818,VR看装修 房本满两年 
南北对流正三房，户型方正，采光十足,紫泉翠荔嘉园,太平镇,3室1厅 ,90.04, 东南 , 其他 ,6,2004, 板楼,18, 9个月以前发布,1250000.0,13883,VR看装修 房本满五年 
满两年，税费低，配套完善，交通方便,星汇峰,太平镇,2室1厅 ,47.83, 东南 , 其他 ,6,2010, 塔楼,50, 10个月以前发布,680000.0,14218,VR看装修 房本满五年 
星汇峰 精装3房户型方正  南北对流,星汇峰,太平镇,3室2厅 ,100.0, 东南 , 其他 ,6,2010, 塔楼,13, 3个月以前发布,1170000.0,11700,VR房源 房本满两年 
托斯卡纳(从化区) 3室1厅 南,托斯卡纳(从化区),新城片区,3室1厅 ,136.84, 南 , 精装 ,7,2000, 板楼,3, 1个月以前发布,1780000.0,13008,VR看装修 房本满五年 
方圆明月山溪 2室2厅 北,方圆明月山溪,温泉镇,2室2厅 ,74.95, 北 , 其他 ,18,2014, 塔楼,7, 9个月以前发布,850000.0,11341,VR看装修 房本满五年 
巴厘天地，绿化较高，适合居住。,人盛巴厘天地,神岗镇,3室2厅 ,112.76, 东南 , 其他 ,17,2013, 塔楼,1, 9个月以前发布,1550000.0,13747,VR看装修 房本满两年 
此房该户型是北向阳光充足通风好，带装修，通风光亮,逸泉映翠,江浦街,3室2厅 ,99.24, 北 , 其他 ,23,2014, 塔楼,3, 5个月以前发布,1200000.0,12092,VR看装修 房本满五年 
电梯 三房 东南向 中高层 视野无遮挡 ~,紫泉翠荔嘉园,太平镇,3室2厅 ,90.87, 东南 , 精装 ,18,2009, 塔楼,10, 一年前发布,1300000.0,14307,VR看装修 房本满五年 
侨宏花园 视野宽阔 采光充足 配套齐全 交通便利.,侨宏花园,温泉镇,1室1厅 ,43.82, 东北 , 精装 ,7,2008, 塔楼,70, 一年前发布,360000.0,8216,VR房源 房本满五年 
上城湾畔超靓小户型，生活配套齐，环境好。,上城湾畔B区,江浦街,2室1厅 ,68.65, 北 , 其他 ,10,2009, 塔楼,4, 8个月以前发布,1650000.0,24035,近地铁 VR看装修 房本满两年 
此房满二，此房2房1厅，税费低，带家私家具出售,星汇峰,太平镇,2室1厅 ,79.99, 东南 , 简装 ,12,2010, 塔楼,3, 4个月以前发布,1090000.0,13627,VR看装修 房本满五年 
丰盈雅居 2室2厅 南,丰盈雅居,太平镇,2室2厅 ,72.32, 南 , 简装 ,6,1994, 塔楼,10, 2个月以前发布,750000.0,10371,VR房源 房本满两年 
怡景楼  两房两厅 格局方正随时看房,从化怡景楼,太平镇,2室2厅 ,72.54, 北 , 精装 ,8,2010, 塔楼,4, 一年前发布,900000.0,12407,VR看装修 房本满五年 
交通方便，中层南向，格局方正实用,华标荔苑,太平镇,2室2厅 ,75.56, 南 , 精装 ,6,2013, 塔楼,37, 2个月以前发布,1100000.0,14558,近地铁 VR看装修 房本满五年 
明月山溪温馨单间  空气负离子高,方圆明月山溪,温泉镇,1室1厅 ,39.3, 南 , 精装 ,18,2014, 塔楼,4, 5个月以前发布,500000.0,12723,VR看装修 房本满五年 
环境优雅，交通便利，高楼层小居室洋房。,雅居乐滨江花园,江浦街,2室2厅 ,82.94, 东 , 精装 ,11,2007, 塔楼,8, 一年前发布,1750000.0,21100,近地铁 VR房源 房本满五年 
紫泉翠荔嘉园 电梯精装两房 税费低,紫泉翠荔嘉园,太平镇,2室2厅 ,72.6, 东北 , 精装 ,18,2009, 塔楼,2, 1个月以前发布,1180000.0,16254,VR看装修 房本满五年 
星汇峰 户型方正 精装房 出行方便,星汇峰,太平镇,2室1厅 ,77.0, 南 , 精装 ,9,2010, 塔楼,4, 2个月以前发布,1050000.0,13637,VR看装修 房本满两年 
业主诚意出售  依山而建天然温泉,居礼润园,温泉镇,3室2厅 ,112.0, 南 , 毛坯 ,18,2008, 板楼,11, 5个月以前发布,1300000.0,11608,VR看装修 房本满两年 
带装修，保养很新，满5年，采光好。,紫泉翠荔嘉园,太平镇,2室2厅 ,67.46, 东南 , 简装 ,6,2007, 塔楼,14, 3个月以前发布,880000.0,13045,VR看装修 房本满五年 
钱隆天誉 房产证过二  稀有两房户型 质量房源,云星钱隆天誉,太平镇,2室1厅 ,69.57, 西北 , 精装 ,25,2016, 塔楼,25, 7个月以前发布,1000000.0,14375,VR看装修 房本满两年 
紫泉翠荔嘉园  带装修四房  户型方正,紫泉翠荔嘉园,太平镇,4室2厅 ,117.26, 南 , 其他 ,6,2006, 板楼,2, 一年前发布,1700000.0,14498,VR看装修 房本满五年 
环境优雅、空气清新、交通便利、配套齐全。,时代名苑,旧城区,3室2厅 ,99.92, 南 , 其他 ,8,2000, 塔楼,14, 5个月以前发布,1100000.0,11009,VR看装修 房本满五年 
御湖城别墅 单边位 带花园大约两三百平方 没有按揭,君源御湖城,江浦街,5室3厅 ,313.53, 南 , 毛坯 ,4, 塔楼 , 独栋别墅 ,14, 7个月以前发布,4000000.0,12758,VR房源 
东方夏湾拿4-2-1-3 143.74m²,东方夏湾拿,太平镇,4室2厅 ,143.74, 东南 , 精装 ,3, 板塔结合 , 独栋别墅 ,32, 3个月以前发布,2270000.0,15793,VR房源 
君源御湖城 5室3厅 南,君源御湖城,江浦街,5室3厅 ,377.33, 南 , 毛坯 ,4, 塔楼 , 独栋别墅 ,0, 3个月以前发布,6600000.0,17492,VR房源 
流溪河森林公园内 独栋别墅 望湖景 独立花园 产权清晰,流溪河森林公园二街,未知商圈,5室2厅 ,1761.45, 南 西南 , 毛坯 ,3,1998, 板塔结合,3, 3个月以前发布,24000000.0,13626,VR房源 
格局通透，人气旺，24小时安保，出租率高,广东动漫城,神岗镇,1室1厅 ,38.5, 东南 , 简装 ,12,2013, 塔楼,25, 1个月以前发布,220000.0,5715,VR房源 房本满两年 随时看房 
温泉财富小镇  环境优美  度假胜地,方圆明月山溪,温泉镇,1室1厅 ,44.81, 南 , 精装 ,18,2014, 塔楼,17, 3个月以前发布,418000.0,9329,VR看装修 房本满五年 随时看房 
温馨单间，视野无遮挡，采光充足！,广东动漫城,神岗镇,1室0厅 ,37.12, 东南 , 简装 ,11,2012, 塔楼,43, 10个月以前发布,200000.0,5388,房本满五年 随时看房 
低总价大城云山毛坯洋房诚意出售,大城云山,太平镇,1室0厅 ,42.95, 北 , 毛坯 ,9,2016, 塔楼,21, 4个月以前发布,660000.0,15367,近地铁 VR看装修 房本满两年 随时看房 
格局方正   南向   温泉财富小镇,方圆明月山溪,温泉镇,1室1厅 ,44.81, 东南 , 精装 ,18,2014, 塔楼,1, 2个月以前发布,490000.0,10936,VR看装修 房本满五年 随时看房 
大城云山 地铁口房源 城行方便 配套齐全,大城云山,太平镇,3室2厅 ,121.3, 东南 , 毛坯 ,22,2016, 塔楼,12, 一年前发布,1600000.0,13191,近地铁 VR看装修 随时看房 
雅居乐开发管理 流溪河边 中空四层别墅 有天有地,雅居乐小院流溪,赤草,4室2厅 ,291.45, 西南 东北 , 毛坯 ,3, 塔楼 , 联排别墅 ,3, 1个月以前发布,3380000.0,11598,VR房源 随时看房 
名城御景绿洲，户型方正，视野好，高性价。,名城御景绿洲,江浦街,3室1厅 ,120.5, 东 , 毛坯 ,21,2011, 塔楼,13, 一年前发布,1550000.0,12864,近地铁 VR看装修 随时看房 
东南向，采光充足，楼层好，视野很开阔，无遮挡,大城云山,太平镇,2室2厅 ,95.98, 南 , 毛坯 ,22,2016, 塔楼,47, 2个月以前发布,1122000.0,11690,近地铁 VR看装修 随时看房 
山水御苑 南北对流户型 格局方正 环境优美 安静舒适,珠光山水御苑,江浦街,3室2厅 ,103.0, 南 北 , 精装 ,32,2014, 塔楼,2, 3个月以前发布,1160000.0,11263,VR看装修 随时看房 
业主诚意出售 绿化高环境舒适 封闭式小区,方圆明月山溪,温泉镇,2室2厅 ,85.0, 南 , 精装 ,11,2014, 塔楼,24, 5个月以前发布,930000.0,10942,VR看装修 随时看房 
视野开阔，户型采光充足，毛坯可自行装修喜欢的风格,大城云山,太平镇,2室1厅 ,59.5, 东南 , 毛坯 ,22,2016, 塔楼,1,20,998000.0,16774,近地铁 VR看装修 随时看房 
富力泉天下实用四房，适合居住，环境优美,富力泉天下,温泉镇,4室1厅 ,153.43, 南 , 其他 ,23,2014, 塔楼,9, 9个月以前发布,1600000.0,10429,VR看装修 房本满两年 
紫泉翠荔嘉园，毛坯四房  南北对流 采光好,紫泉翠荔嘉园,太平镇,4室2厅 ,124.96, 西南 , 其他 ,6,2008, 板楼,0, 3个月以前发布,1500000.0,12004,VR看装修 房本满五年 
此房证过两年，南向户型，商圈配套便利.,欣荣宏国际商贸城,江浦街,3室2厅 ,99.58, 南 , 其他 ,18,2014, 塔楼,8, 2个月以前发布,1750000.0,17574,近地铁 房本满两年 
紫泉流溪湾 2室2厅 西北,紫泉流溪湾,太平镇,2室2厅 ,78.66, 西北 , 其他 ,18,2013, 板楼,0, 1个月以前发布,1100000.0,13985,VR看装修 房本满两年 
大城云山 精装修两房 业主急需置换,大城云山,太平镇,2室2厅 ,83.19, 东 , 其他 ,11,2016, 塔楼,23, 10个月以前发布,1200000.0,14425,近地铁 VR看装修 房本满五年 
逸泉映翠 3室2厅 南,逸泉映翠,江浦街,3室2厅 ,95.76, 南 , 其他 ,24,2014, 塔楼,3, 1个月以前发布,1170000.0,12219,VR看装修 房本满两年 
星河绿洲 望流溪河 环境优美 小2房笋盘出售,星河绿洲,江浦街,2室1厅 ,87.3, 南 , 其他 ,12,2009, 塔楼,3, 2个月以前发布,1310000.0,15006,VR看装修 房本满五年 
客厅双阳台看流溪河，厅出阳台采光锃亮,星河绿洲,江浦街,3室2厅 ,148.5, 南 北 , 精装 ,12,2009, 塔楼,1, 7个月以前发布,2080000.0,14007,VR看装修 随时看房 
紫泉流溪湾 南北对流  望流溪河  户型实用,紫泉流溪湾,太平镇,3室2厅 ,90.53, 南 , 其他 ,18,2013, 板楼,8, 9个月以前发布,1300000.0,14360,VR看装修 随时看房 
方圆明月山溪 1室1厅 南,方圆明月山溪,温泉镇,1室1厅 ,44.81, 南 , 其他 ,18,2014, 塔楼,1, 6个月以前发布,540000.0,12051,VR看装修 房本满两年 随时看房 
明月山溪，三面环山，看湖，拥有丰富的原生态资源,方圆明月山溪,温泉镇,1室1厅 ,44.81, 南 , 其他 ,18,2014, 塔楼,7, 6个月以前发布,500000.0,11159,VR看装修 房本满五年 随时看房 
楼层好，视野开阔，户型采光充足,大城云山,太平镇,1室1厅 ,55.01, 东南 , 其他 ,9,2016, 塔楼,5,30,960000.0,17452,近地铁 VR看装修 
华标荔苑 太平地铁口200米 一房一厅,华标荔苑,太平镇,1室1厅 ,44.11, 西南 , 其他 ,6,2013, 塔楼,71, 一年前发布,660000.0,14963,近地铁 VR看装修 房本满两年 
满五年，税费低，配套完善，交通方便,星汇峰,太平镇,2室2厅 ,79.99, 东南 , 毛坯 ,12,2010, 塔楼,2, 10个月以前发布,1000000.0,12502,VR看装修 房本满五年 
满五此房2房1厅，税费低，带入户花园,星汇峰,太平镇,2室1厅 ,79.99, 南 , 精装 ,12,2010, 塔楼,1, 3个月以前发布,1100000.0,13752,VR看装修 房本满两年 
爱尚流溪 南向大三房 采光好 户型靓 业主急售,爱尚流溪,江浦街,3室2厅 ,100.15, 南 , 其他 ,24,2015, 塔楼,4, 4个月以前发布,1050000.0,10485,VR看装修 房本满两年 
紫泉翠荔嘉园，毛坯四房  南北对流 采光好,紫泉翠荔嘉园,太平镇,4室2厅 ,124.96, 西南 , 其他 ,6,2008, 板楼,0, 3个月以前发布,1500000.0,12004,VR看装修 房本满五年 
富力泉天下实用四房，适合居住，环境优美,富力泉天下,温泉镇,4室1厅 ,153.43, 南 , 其他 ,23,2014, 塔楼,9, 9个月以前发布,1600000.0,10429,VR看装修 房本满两年 
笋盘十四号线太平站地铁百德公寓,新光百德广场,太平镇,1室0厅 ,56.86, 东北 , 精装 ,16,2014, 塔楼,5, 一年前发布,600000.0,10553,近地铁 随时看房 
低总价小区毛坯洋房业主诚心出售,云星钱隆天誉,太平镇,2室1厅 ,69.57, 南 , 毛坯 ,25,2016, 塔楼,31, 3个月以前发布,850000.0,12218,VR看装修 随时看房 
钱隆天誉 地铁口三房 配套齐全,云星钱隆天誉,太平镇,3室2厅 ,93.49, 东南 , 毛坯 ,25,2016, 塔楼,3, 4个月以前发布,1200000.0,12836,VR看装修 随时看房 
太平康乐东路 电梯房 阳台一线河景视野好 近商圈,康乐东路,太平镇,2室2厅 ,82.23, 东南 , 精装 ,6,2018, 平房,3, 2个月以前发布,990000.0,12040,VR看装修 随时看房 
逸泉映翠 中楼层 南向望花园 视野开阔,逸泉映翠,江浦街,3室2厅 ,95.19, 南 , 其他 ,24,2014, 塔楼,1, 4个月以前发布,1220000.0,12817,VR看装修 随时看房 
爱尚流溪花园 旺中带静 生态居住地,爱尚流溪,江浦街,3室2厅 ,127.73, 东南 , 简装 ,24,2015, 塔楼,2, 一年前发布,1450000.0,11353,VR看装修 
大城云山两房 两厅，装修新净，红本在手,大城云山,太平镇,2室2厅 ,83.0, 东南 , 简装 ,11,2016, 塔楼,23, 一年前发布,1500000.0,18073,近地铁 VR看装修 
电梯精装三房 过年红本在手 实用高 拎包入住 户型正,星汇峰,太平镇,3室2厅 ,100.08, 东北 , 简装 ,6,2010, 塔楼,6, 一年前发布,1350000.0,13490,VR看装修 
紫泉翠荔嘉园 精装电梯两房 拎包入住,紫泉翠荔嘉园,太平镇,2室2厅 ,72.6, 东北 , 简装 ,18,2009, 塔楼,27, 一年前发布,1100000.0,15152,VR看装修 
本小区配套成熟，相对周圍楼盘设施完善，生活便利,人盛巴厘天地,神岗镇,3室2厅 ,100.0, 西北 , 其他 ,10,2013, 塔楼,0, 10个月以前发布,1020000.0,10200,VR看装修 随时看房 
地铁口大城云山，舒适二房户型，满二，总价低,大城云山,太平镇,2室2厅 ,96.28, 西南 , 其他 ,22,2016, 塔楼,4, 一年前发布,1240000.0,12880,近地铁 VR看装修 随时看房 
光线好 朝向好望小区园林 户型方正 楼层也好,大城云山,太平镇,3室2厅 ,104.03, 东北 , 其他 ,17,2016, 塔楼,4, 6个月以前发布,1450000.0,13939,近地铁 VR看装修 随时看房 
珠江壹城精装三房未入住过，近地铁,珠江壹城,神岗镇,3室2厅 ,100.0, 东北 , 精装 ,27,2017, 板塔结合,1, 2个月以前发布,1800000.0,18000,近地铁 VR看装修 随时看房 
带精装修，格局方正，光线充足！,人盛巴厘天地,神岗镇,3室2厅 ,84.69, 东 , 精装 ,18,2013, 塔楼,13, 一年前发布,1100000.0,12989,VR看装修 
富力泉天下实用四房，适合居住，环境优美,富力泉天下,温泉镇,4室2厅 ,146.92, 西南 , 精装 ,18,2014, 塔楼,0, 3个月以前发布,1680000.0,11435,VR看装修 
富力泉天下3房2厅   南北对流户型,富力泉天下,温泉镇,3室2厅 ,98.0, 南 , 精装 ,18,2014, 塔楼,6, 一年前发布,1100000.0,11225,VR看装修 
君源御湖城 5室3厅 南,君源御湖城,江浦街,5室3厅 ,370.0, 南 , 毛坯 ,4, 塔楼 , 独栋别墅 ,0, 3个月以前发布,5170000.0,13973,VR房源 
业主诚心在售，3房，位置、楼层好,珠江壹城,神岗镇,3室1厅 ,101.97, 东北 , 其他 ,27,2017, 板塔结合,19, 6个月以前发布,1420000.0,13926,近地铁 VR看装修 
"生活便利,刚需2房,适合年轻人",俊嘉汇绿名居,新城片区,2室2厅 ,88.62, 东 南 , 精装 ,15,2000, 塔楼,3, 5个月以前发布,1250000.0,14106,房本满两年 
欣荣宏国际商贸城 地铁毛坯两房,欣荣宏国际商贸城,江浦街,2室2厅 ,96.11, 南 北 , 毛坯 ,18,2013, 塔楼,2, 1个月以前发布,1720000.0,17897,近地铁 房本满两年 
配套成熟小区  自带幼儿园  价格合理 过五唯一,紫泉翠荔嘉园,太平镇,4室2厅 ,150.77, 东南 , 其他 ,6,2004, 板楼,0, 一年前发布,1720000.0,11409,房本满五年 
方圆明月山溪 8室3厅 南 北,方圆明月山溪,温泉镇,8室3厅 ,466.48, 南 北 , 毛坯 ,3, 塔楼 , 独栋别墅 ,0, 1个月以前发布,12000000.0,25725,房本满五年 
广州14号线珠江壹城双排大别墅大花园,珠江壹城,神岗镇,4室2厅 ,354.57, 东南 , 精装 ,2, 板塔结合 , 独栋别墅 ,0, 1个月以前发布,6400000.0,18051,房本满五年 
