旭景家园 实用三房 厅出阳台 保养好 安静带花园,旭景家园,东圃,3室2厅 ,106.97, 北 , 简装 ,11,2002, 塔楼,14,23,5200000.0,48612,VR房源 房本满五年 
交委宿舍电梯高层大两房 纯南向 夜景望广州塔,交委宿舍,沙河,2室1厅 ,71.63, 南 东南 , 其他 ,18,2000, 塔楼,59, 9个月以前发布,2360000.0,32948,近地铁 VR看装修 房本满五年 
中怡城市花园 3室2厅 东,中怡城市花园,林和,3室2厅 ,128.49, 东 , 其他 ,32,2003, 塔楼,24, 1个月以前发布,15000000.0,116741,VR看装修 房本满五年 
天河公园复式住宅全明户型少有放卖业主诚售,理想青年荟,天河公园,1室1厅 ,47.48, 北 , 精装 ,21,2007, 塔楼,35, 2个月以前发布,4550000.0,95830,近地铁 VR房源 房本满五年 
依山而建 公园式小区 东向视野广 采光好,半山翠庭,五山,2室2厅 ,81.74, 东 东南 , 精装 ,7,2001, 塔楼,26, 5个月以前发布,4680000.0,57255,近地铁 VR房源 房本满两年 
中楼层 三房 满五唯一 省税费 保养好棠德花园 21号线,棠德花园,棠下,3室1厅 ,89.07, 南 北 , 精装 ,9,2000, 塔楼,6, 1个月以前发布,3200000.0,35927,近地铁 VR看装修 房本满五年 
白马花园 方正两房 南北对流 交通生活方便,白马花园,员村,2室1厅 ,86.58, 东南 , 其他 ,7,1998, 塔楼,11, 一年前发布,3000000.0,34651,VR看装修 房本满五年 
利雅湾高层三房，业主2019年新装修，采光通风明亮,利雅湾,珠江新城中,3室2厅 ,87.08, 北 , 精装 ,31,2004, 塔楼,74, 2个月以前发布,12500000.0,143547,VR房源 房本满两年 
天平架地铁口小区中间双阳台三房，格局方正看房方便,陶苑小区,沙太南,3室1厅 ,96.14, 东南 , 简装 ,9,1993, 塔楼,62, 一年前发布,2350000.0,24444,VR看装修 房本满五年 
天工大厦 电梯南向两房  格局方正,天工大厦,五山,2室1厅 ,86.0, 南 , 简装 ,15,2000, 塔楼,9, 一年前发布,3300000.0,38373,VR看装修 房本满五年 
楼下五山b1出口，电梯三房500万，框架结构，岳洲路,岳洲路,五山,3室2厅 ,98.0, 西南 , 简装 ,9,1998, 塔楼,28, 一年前发布,4700000.0,47960,VR看装修 房本满两年 
侨乐新村   舒适三房     中楼层   采光好,侨乐新村,沙太南,3室2厅 ,97.58, 北 , 简装 ,8,1995, 塔楼,8, 一年前发布,3050000.0,31257,VR看装修 房本满两年 
天一新村 东向望小区 位置安静 户型方正 房大厅大,天一新村,粤垦,3室2厅 ,110.16, 东 , 精装 ,6,2003, 塔楼,45, 一年前发布,4800000.0,43573,VR房源 房本满五年 
房子满五年唯一 厅出阳台 安静不吵 实用高,绿佳花园,粤垦,2室1厅 ,75.8, 西 , 简装 ,9,1998, 塔楼,59, 8个月以前发布,2490000.0,32850,VR看装修 房本满五年 
天河区南向电梯大三房  通风采光好,南兴花园(天河区),天河客运站,3室2厅 ,95.67, 东南 , 精装 ,18,2004, 塔楼,26, 一年前发布,3800000.0,39720,近地铁 VR看装修 房本满五年 
户型方正，安静宜居低总价两房，生活配套完善,都市兰亭花园,员村,2室1厅 ,56.63, 北 , 其他 ,19,2002, 塔楼,48, 2个月以前发布,3300000.0,58274,VR看装修 房本满两年 
都市兰亭 方正两房 安静户型 高层望花园 景观视野好,都市兰亭花园,员村,2室1厅 ,58.09, 北 , 其他 ,19,2002, 塔楼,32, 3个月以前发布,3680000.0,63350,近地铁 VR看装修 房本满两年 
户型实用，安静位置，一梯两户。,瑜翠园,龙洞,3室2厅 ,89.64, 东 , 简装 ,7,2008, 塔楼,54, 4个月以前发布,2850000.0,31794,VR看装修 房本满五年 
电梯三房，中高层，采光通风好，位置安静，诚心出售,乐意居花园,长兴,3室2厅 ,71.73, 北 , 精装 ,9,1999, 塔楼,7, 4个月以前发布,2790000.0,38896,VR看装修 房本满两年 
穗东花园 封闭式小区 原始三房户型 近公园,穗东花园,天河公园,3室2厅 ,85.99, 北 , 其他 ,9,1997, 塔楼,29, 4个月以前发布,3960000.0,46052,VR看装修 房本满两年 
刚需两房，户型方正，采光通风好！！,黄埔大道中锦明街,天河公园,2室1厅 ,74.65, 西 , 精装 ,9,1990, 塔楼,20, 4个月以前发布,2880000.0,38581,VR看装修 房本满五年 
电梯三房  楼层好  户型好 采光视野好,燕东大厦,粤垦,3室1厅 ,72.84, 东 , 简装 ,15,2000, 塔楼,7, 3个月以前发布,2400000.0,32949,VR看装修 房本满两年 
骏景花园，高层单边位四房，通风采光好,骏景花园,棠下,4室2厅 ,152.57, 东北 , 精装 ,13,2003, 塔楼,24, 3个月以前发布,10200000.0,66855,VR房源 房本满五年 
金碧翡翠两房，业主诚心出售，随时欢迎带看,金碧翡翠华庭,天润路,2室1厅 ,95.0, 南 , 精装 ,5,2007, 塔楼,22, 3个月以前发布,4660000.0,49053,近地铁 房本满五年 
富力公园 格局方正，不占指标，可以贷款，,富力公园28,珠江新城东,2室1厅 ,101.17, 西 , 其他 ,48,2012, 塔楼,8, 1个月以前发布,6000000.0,59307,房本满五年 
天河北苑 电梯房 东南向 3房 证过5年唯一 税费低,天河北苑,沙太南,3室2厅 ,103.17, 东南 , 其他 ,11,2004, 塔楼,11, 2个月以前发布,4800000.0,46526,近地铁 VR看装修 房本满五年 
天河东圃镇电梯南向大两房，没有遮挡，阳光充足通风,东华居,东圃,2室1厅 ,74.32, 南 , 精装 ,9,2000, 塔楼,61, 5个月以前发布,2620000.0,35253,VR看装修 房本满两年 
半山雍景苑 4室2厅 南 北,半山雍景苑,汇景新城,4室2厅 ,119.22, 南 北 , 精装 ,9,2006, 塔楼,4,1,7900000.0,66265,VR房源 
金融城 领汇高层南向三房 一线江景尽收眼底 双地铁,领汇国际公寓,东圃,3室2厅 ,91.0, 南 , 其他 ,25,2003, 塔楼,14, 6个月以前发布,4500000.0,49451,近地铁 VR看装修 房本满五年 
邮通小区 南北向三房 电梯房 实用率高,邮通小区,华景新城,3室2厅 ,110.5, 南 , 精装 ,11,1998, 塔楼,35, 6个月以前发布,9400000.0,85068,VR看装修 房本满五年 
刚需南向二房，中间楼层，采光好。,乐意居花园,长兴,2室1厅 ,58.6, 南 , 精装 ,9,1994, 塔楼,56, 10个月以前发布,2150000.0,36690,近地铁 VR看装修 房本满五年 
云宁居两房，北向望花园，采光不错,云宁居,沙太南,2室1厅 ,65.5, 北 , 毛坯 ,9,1999, 塔楼,2, 1个月以前发布,2170000.0,33130,VR看装修 房本满五年 
房屋格局好，阳光充足，自住保养好。,中兴花园,东圃,3室2厅 ,96.01, 东 , 精装 ,12,2001, 塔楼,13, 2个月以前发布,4580000.0,47704,VR看装修 房本满两年 
新燕花园147方正规四房，业主诚心出售,新燕花园,燕塘,4室2厅 ,147.74, 南 , 简装 ,17,2004, 塔楼,8, 1个月以前发布,7180000.0,48599,VR房源 房本满五年 
带花园北向小三房，对流户型，通风好,瑜翠园,龙洞,3室2厅 ,89.0, 南 北 , 精装 ,18,2008, 塔楼,26, 1个月以前发布,2920000.0,32809,VR看装修 房本满五年 
房子满五唯一 没有欠款 装修漂亮 看房方便,侨乐新村,沙太南,2室1厅 ,63.6, 南 , 精装 ,9,1995, 塔楼,6, 一年前发布,2600000.0,40881,VR看装修 房本满五年 
双地铁电梯高层南向3房，通风采光好，满五年唯一,天鹅花苑,长兴,3室1厅 ,92.78, 南 , 精装 ,9,1995, 塔楼,53, 9个月以前发布,3200000.0,34491,近地铁 VR房源 房本满两年 
户型方正，南北向，安静不吵，采光性好,石牌东路,石牌,3室1厅 ,76.76, 南 北 , 精装 ,9,1995, 塔楼,26, 2个月以前发布,3000000.0,39083,VR看装修 房本满两年 
田心小区    新上三房   带电梯    实用方便,交委宿舍,沙河,3室2厅 ,98.32, 西南 北 , 简装 ,18,2000, 塔楼,14, 一年前发布,3520000.0,35802,近地铁 VR看装修 房本满五年 
近地铁 交通便利 南向大三房 安静舒适 户型方正,侨乐新村,沙太南,3室2厅 ,101.5, 南 , 其他 ,8,1995, 塔楼,1, 1个月以前发布,3300000.0,32513,VR看装修 房本满两年 
满五唯一省个税，户型方正，房子安静不吵,雅怡阁,东圃,3室1厅 ,79.31, 南 , 其他 ,23,2000, 塔楼,53, 4个月以前发布,3060000.0,38583,近地铁 VR看装修 房本满五年 
中区大面积正规四房 自住心情舒畅 东向园景视野！！,中海璟晖华庭,珠江新城中,4室2厅 ,206.23, 东 , 精装 ,31,2009, 塔楼,85, 7个月以前发布,18500000.0,89706,VR看装修 房本满五年 
东南向方正2房，采光足，视野好，通风效果佳,加拿大花园,华景新城,2室1厅 ,76.68, 东南 , 其他 ,25,1995, 塔楼,11, 3个月以前发布,3450000.0,44993,VR看装修 房本满五年 
保利林海山庄、刚需三房93平、视野开阔,保利林海山庄,龙洞,3室1厅 ,92.62, 西北 , 精装 ,25,1996, 塔楼,60, 2个月以前发布,4080000.0,44051,VR看装修 房本满五年 
花园旁 位置佳 结构实用 出入便利 满5年唯一物业,棠德花园,棠下,3室1厅 ,64.49, 北 , 其他 ,9,1997, 塔楼,33, 5个月以前发布,2200000.0,34114,近地铁 VR看装修 房本满两年 
楼层好，房子户型方正，采光通风都不错,银兰苑,石牌,2室1厅 ,84.0, 北 , 简装 ,17,1996, 塔楼,7, 一年前发布,4000000.0,47620,VR看装修 房本满五年 
棠利大厦准电梯三房 业主自住 拎包入住 业主置换急售,棠利大厦,棠下,3室1厅 ,87.26, 北 , 精装 ,9,1999, 塔楼,57, 一年前发布,3250000.0,37246,近地铁 VR看装修 房本满五年 
富力新村两室，格局方正，业主诚心出售,富力新村,东圃,2室1厅 ,53.68, 东南 , 其他 ,9,1994, 塔楼,45, 9个月以前发布,1740000.0,32415,VR看装修 房本满五年 
天河区 精装实用三房 低税费 带四海 总价低,阳光家园(天河),沙太南,3室2厅 ,76.09, 西南 , 精装 ,9,2002, 塔楼,59, 9个月以前发布,2780000.0,36536,VR房源 房本满五年 
沙太南阳光家园价性比精装小三房,阳光家园(天河),沙太南,3室2厅 ,70.78, 东南 , 精装 ,7,2002, 塔楼,89, 6个月以前发布,2475000.0,34968,VR房源 房本满五年 
林海山庄精装修三房西北向业主诚心出售,保利林海山庄,龙洞,3室2厅 ,92.81, 西北 , 精装 ,25,2008, 塔楼,69, 一年前发布,4200000.0,45254,VR看装修 房本满五年 
东莞庄电子五所 精装2房 环境美 证过五年 看房方便,电子五所宿舍,粤垦,2室2厅 ,75.8, 北 , 精装 ,9,1998, 塔楼,19, 一年前发布,3200000.0,42217,VR看装修 房本满五年 
业主诚意出售，价格可以谈，装修好随时签约..,天一新村,粤垦,2室1厅 ,58.67, 西 , 其他 ,10,2008, 塔楼,4, 9个月以前发布,3180000.0,54202,VR看装修 房本满五年 
广海花园 4室1厅 东南,广海花园,天河公园,4室1厅 ,109.33, 东南 , 其他 ,8,1998, 塔楼,5, 1个月以前发布,5560000.0,50856,VR看装修 房本满五年 
金海花园 南向大两房 全明户型 采光通风都很好 安静,金海花园,龙口东,2室1厅 ,79.25, 东南 南 , 精装 ,9,2003, 塔楼,38, 1个月以前发布,6450000.0,81389,VR看装修 房本满五年 
大两房可gai三房，户型好，大型小区，带公立幼儿园,德荣小区,龙口西,2室2厅 ,92.04, 北 , 简装 ,18,1995, 塔楼,20, 4个月以前发布,5550000.0,60300,VR看装修 房本满五年 
保利世纪绿洲二期大两房，业主诚心放售,保利世纪绿洲二期,龙洞,2室2厅 ,89.0, 东南 , 精装 ,18,2003, 塔楼,71, 2个月以前发布,3680000.0,41349,近地铁 VR房源 房本满两年 
此房采光通透，视野好，采光佳，4房均匀，诚心放售,骏景花园,棠下,4室2厅 ,152.57, 北 , 精装 ,13,2003, 塔楼,12, 2个月以前发布,8390000.0,54992,VR房源 房本满五年 
金燕花园 南向两房 安静舒适 望小区,金燕花园,粤垦,2室2厅 ,71.8, 南 , 简装 ,9,1995, 塔楼,52, 10个月以前发布,2650000.0,36909,近地铁 VR看装修 房本满两年 
大金燕原装电梯三房，19年10月份精装修，可拎包入住,金燕花园,粤垦,3室1厅 ,98.29, 北 , 精装 ,26,2002, 塔楼,9, 1个月以前发布,4100000.0,41714,VR房源 房本满两年 
带花园北向小三房，对流户型，通风好,瑜翠园,龙洞,3室2厅 ,89.0, 南 北 , 精装 ,18,2008, 塔楼,26, 1个月以前发布,2920000.0,32809,VR看装修 房本满五年 
华工旁消防局电梯大两房南向电梯房,消防局宿舍,五山,2室2厅 ,81.8, 南 , 精装 ,8,2000, 板楼,15, 一年前发布,3800000.0,46455,VR看装修 房本满五年 
育龙居97方三房，6号线植物园G出口100米的小区,育龙居,龙洞,3室2厅 ,97.31, 西北 , 精装 ,9,2000, 塔楼,50, 9个月以前发布,3400000.0,34940,近地铁 VR看装修 房本满五年 
乐意居花园 中间楼层 装修保养好 业主诚心出售,乐意居花园,长兴,3室1厅 ,76.0, 北 , 精装 ,9,1999, 塔楼,63, 一年前发布,2750000.0,36185,VR看装修 房本满五年 
楼下就是6号线天平架站A出口 地铁4站到珠江新城。,金坤花园,粤垦,3室1厅 ,75.26, 南 , 其他 ,9,1998, 塔楼,12, 1个月以前发布,2700000.0,35876,VR看装修 房本满五年 
加拿大花园 安静南向大三房 房大厅大 户型正 视野好,加拿大花园,华景新城,3室2厅 ,98.78, 南 , 其他 ,25,1995, 塔楼,49, 5个月以前发布,4000000.0,40495,VR房源 房本满五年 
时尚明苑 南向3房 户型方正 出租中,时尚明苑,车陂,3室2厅 ,98.52, 南 , 简装 ,15,2006, 塔楼,107, 一年前发布,6000000.0,60902,近地铁 VR看装修 房本满五年 
电视台小区 实用两房 厅出阳台 交通方便,电视台小区,龙口西,2室2厅 ,70.57, 西 , 精装 ,8,1999, 塔楼,88, 一年前发布,3400000.0,48180,近地铁 VR看装修 房本满两年 
体育西封闭式小区 南北对流  采光好 楼下有停车场,富景花苑,天河南,2室1厅 ,71.21, 南 , 简装 ,9,1996, 塔楼,109, 6个月以前发布,3500000.0,49151,近地铁 VR看装修 房本满五年 
实用户型，安静舒适，南北朝向，通风采光俱佳,农工商学院,粤垦,4室1厅 ,100.91, 南 北 , 简装 ,6,1996, 板楼,28, 8个月以前发布,3850000.0,38153,VR看装修 房本满五年 
云宁居电梯南北对流精装三房 通风采光好 户型方正安静,云宁居,沙太南,3室1厅 ,82.42, 北 , 精装 ,9,1999, 塔楼,5, 1个月以前发布,2800000.0,33973,VR看装修 房本满两年 
电梯房，西南向，满五年无欠款，业主自住,龙洞公安宿舍,龙洞,2室1厅 ,79.38, 西北 , 精装 ,10,2000, 塔楼,10, 3个月以前发布,2400000.0,30235,VR房源 房本满五年 
骏景花园高层南向，厅直出阳台，望花园，光线超好。,骏景花园,棠下,3室2厅 ,115.94, 南 , 简装 ,12,2000, 塔楼,286, 9个月以前发布,8100000.0,69864,近地铁 VR房源 房本满两年 
南向看珠江公园视野开阔景观好，采光好，户型方正。,尚东美御,珠江新城东,4室2厅 ,179.0, 南 , 精装 ,32,2007, 塔楼,42, 3个月以前发布,19990000.0,111676,近地铁 VR房源 房本满五年 
公路局大院电梯房 格局方正 采光通风好,公路局大院,沙河,2室2厅 ,69.0, 南 , 其他 ,9,1990, 塔楼,1, 一年前发布,2580000.0,37392,VR看装修 房本满两年 
近地铁，近珠江公园，少有挂牌放卖的南向三房两卫,富力盈盛广场,珠江新城东,3室2厅 ,157.58, 南 , 其他 ,30,2013, 板楼,68, 6个月以前发布,8900000.0,56480,近地铁 房本满五年 
珠江新城东，采光通风佳高层南向好房推荐,富力公园28,珠江新城东,5室2厅 ,274.0, 南 , 其他 ,48,2012, 塔楼,10, 3个月以前发布,14990000.0,54709,房本满五年 
橡树园  低层三房  实用率高,橡树园,沙太南,3室1厅 ,80.16, 东 东南 , 其他 ,9,2006, 塔楼,6, 6个月以前发布,3400000.0,42416,VR房源 房本满五年 
侨乐新村 中低楼层 采光好 安静不吵 带大露台,侨乐新村,沙太南,5室1厅 ,98.48, 西北 , 其他 ,9,1995, 塔楼,0, 9个月以前发布,4600000.0,46710,VR房源 房本满五年 
南向，电梯，格局方正，明房明厅 望花园 安静,东方花苑,杨箕,3室2厅 ,105.0, 东北 , 精装 ,27,1994, 塔楼,70, 4个月以前发布,4650000.0,44286,VR看装修 房本满五年 
乐意居二期电梯三房，户型方正，采光好,乐意居花园,长兴,3室2厅 ,81.88, 东 , 精装 ,9,1999, 塔楼,71, 6个月以前发布,2950000.0,36029,VR看装修 房本满五年 
穗乐花园 安静两房 小区环境好 交通方便 生活便利,穗乐花园,员村,2室1厅 ,52.47, 东南 , 精装 ,9,1990, 塔楼,75, 6个月以前发布,2080000.0,39642,近地铁 VR看装修 房本满两年 
满二不唯一，中楼层，采光好，装修保养好,伟诚广场,天河公园,3室1厅 ,74.0, 南 , 简装 ,25,2000, 塔楼,13, 2个月以前发布,3100000.0,41892,近地铁 VR看装修 房本满两年 
都市华庭大三房 户型方正实用 厅出阳台 看房方便,都市华庭(天河),体育中心,3室2厅 ,158.94, 北 , 其他 ,32,2001, 板塔结合,6, 6个月以前发布,9550000.0,60086,VR房源 房本满五年 
富力东山新天地 南向大三房 少有高楼层近七米长阳台,富力东山新天地,杨箕,3室1厅 ,134.48, 南 , 精装 ,45,2014, 塔楼,117, 4个月以前发布,16300000.0,121208,VR看装修 房本满两年 
天利居 小区电梯三房 户型方正  配套齐全,天利居,沙太南,3室1厅 ,88.57, 西 , 精装 ,11,2001, 塔楼,21, 1个月以前发布,2650000.0,29920,近地铁 VR看装修 房本满两年 
华建小区 电梯中高层 安静三房,华建小区,天河公园,3室2厅 ,91.79, 东北 , 简装 ,17,2001, 塔楼,96, 一年前发布,5000000.0,54473,VR看装修 房本满五年 
珠江新城东 大三房 诚意出售 东北向 采光好 完善配套,汇豪大厦,珠江新城东,3室2厅 ,135.33, 东北 , 其他 ,29,1999, 塔楼,6, 3个月以前发布,11300000.0,83500,VR房源 房本满两年 
满5唯一 看房方便 近地铁  南向3房  业主诚心放卖,华荣楼,员村,3室2厅 ,93.53, 南 , 其他 ,9,1997, 塔楼,6, 6个月以前发布,3980000.0,42554,VR看装修 房本满五年 
骏景花园高层四房 采光通风好 格局方正,骏景花园,棠下,4室2厅 ,129.0, 南 , 其他 ,13,2000, 塔楼,37, 1个月以前发布,9000000.0,69768,VR房源 房本满五年 
帝景苑四房两厅 单边位  精装修  拎包入住 方便看房,帝景苑,龙口西,4室2厅 ,130.79, 东北 , 其他 ,34,2000, 塔楼,40, 1个月以前发布,10980000.0,83952,近地铁 VR房源 房本满两年 
楼龄新，南北对流电梯两房厅出阳台。,鸿燕居,粤垦,2室1厅 ,79.47, 东南 , 其他 ,11,1998, 塔楼,18, 1个月以前发布,2530000.0,31836,VR看装修 房本满两年 
此房产权清晰，格局方正 户型实用 安静舒适采光通风好,远东大厦,林和,3室2厅 ,111.53, 东北 , 其他 ,27,2003, 塔楼,7, 1个月以前发布,8600000.0,77110,VR看装修 房本满五年 
东南向电梯两房 近金茂广场 装修保养好,云华楼,沙太南,2室1厅 ,83.55, 东南 , 简装 ,9,1993, 塔楼,31, 一年前发布,2100000.0,25135,近地铁 VR看装修 房本满两年 
天河区   粤垦东莞庄路   侨英花园一房一厅两阳台东南,侨英花园,燕塘,1室1厅 ,52.75, 东南 , 简装 ,11,2008, 塔楼,36, 一年前发布,3200000.0,60664,VR房源 房本满五年 
装修好，格局方正 适合安家，近地铁交通便利,侨乐新村,沙太南,3室2厅 ,93.7, 南 北 , 精装 ,9,1995, 塔楼,7, 4个月以前发布,3280000.0,35006,近地铁 VR看装修 房本满两年 
保利中宇广场     精装两房     楼龄新    户型方正,保利中宇广场,龙口东,2室2厅 ,83.95, 北 东北 , 其他 ,31,2012, 塔楼,24, 3个月以前发布,8000000.0,95295,近地铁 VR看装修 房本满五年 
此房户型方正，岗顶电梯物业，很安静，配套齐,百脑汇科技大厦,石牌,2室1厅 ,89.53, 东北 , 其他 ,30,2004, 塔楼,31, 6个月以前发布,3050000.0,34067,VR看装修 房本满五年 
天一新村 全明三房 户型方正 采光通透,天一新村,粤垦,3室2厅 ,86.88, 南 , 其他 ,6,2008, 塔楼,6, 6个月以前发布,4300000.0,49494,VR看装修 房本满五年 
单价低 总价少 带天台买房配现成果园,棠德花园,棠下,2室1厅 ,64.14, 东南 , 简装 ,9,2000, 塔楼,56, 6个月以前发布,1690000.0,26349,近地铁 VR房源 房本满五年 
实用户型，安静舒适，南北朝向，通风采光俱佳,农工商学院,粤垦,4室1厅 ,100.91, 南 北 , 简装 ,6,1996, 板楼,28, 8个月以前发布,3850000.0,38153,VR看装修 房本满五年 
体育西封闭式小区 南北对流  采光好 楼下有停车场,富景花苑,天河南,2室1厅 ,71.21, 南 , 简装 ,9,1996, 塔楼,109, 6个月以前发布,3500000.0,49151,近地铁 VR看装修 房本满五年 
富力东山新天地 南向大三房 少有高楼层近七米长阳台,富力东山新天地,杨箕,3室1厅 ,134.48, 南 , 精装 ,45,2014, 塔楼,117, 4个月以前发布,16300000.0,121208,VR看装修 房本满两年 
电视台小区 实用两房 厅出阳台 交通方便,电视台小区,龙口西,2室2厅 ,70.57, 西 , 精装 ,8,1999, 塔楼,88, 一年前发布,3400000.0,48180,近地铁 VR看装修 房本满两年 
楼下就是6号线天平架站A出口 地铁4站到珠江新城。,金坤花园,粤垦,3室1厅 ,75.26, 南 , 其他 ,9,1998, 塔楼,12, 1个月以前发布,2700000.0,35876,VR看装修 房本满五年 
乐意居二期电梯三房，户型方正，采光好,乐意居花园,长兴,3室2厅 ,81.88, 东 , 精装 ,9,1999, 塔楼,71, 6个月以前发布,2950000.0,36029,VR看装修 房本满五年 
都市华庭大三房 户型方正实用 厅出阳台 看房方便,都市华庭(天河),体育中心,3室2厅 ,158.94, 北 , 其他 ,32,2001, 板塔结合,6, 6个月以前发布,9550000.0,60086,VR房源 房本满五年 
乐意居花园 中间楼层 装修保养好 业主诚心出售,乐意居花园,长兴,3室1厅 ,76.0, 北 , 精装 ,9,1999, 塔楼,63, 一年前发布,2750000.0,36185,VR看装修 房本满五年 
骏景花园高层南向，厅直出阳台，望花园，光线超好。,骏景花园,棠下,3室2厅 ,115.94, 南 , 简装 ,12,2000, 塔楼,286, 9个月以前发布,8100000.0,69864,近地铁 VR房源 房本满两年 
珠江新城东，采光通风佳高层南向好房推荐,富力公园28,珠江新城东,5室2厅 ,274.0, 南 , 其他 ,48,2012, 塔楼,10, 3个月以前发布,14990000.0,54709,房本满五年 
近地铁，近珠江公园，少有挂牌放卖的南向三房两卫,富力盈盛广场,珠江新城东,3室2厅 ,157.58, 南 , 其他 ,30,2013, 板楼,68, 6个月以前发布,8900000.0,56480,近地铁 房本满五年 
珠江新城旁，高层南向安静望江两房。楼下在建地铁口。,海景中心,员村,2室1厅 ,69.97, 南 , 精装 ,27,1998, 塔楼,24, 2个月以前发布,3750000.0,53595,VR房源 房本满五年 
金融城，高层南向两房，近地铁，精装修，拎包入住,发源楼,员村,2室1厅 ,52.53, 南 , 精装 ,10,1997, 塔楼,64, 10个月以前发布,2050000.0,39026,VR看装修 房本满五年 
满5唯一 看房方便 近地铁  南向3房  业主诚心放卖,华荣楼,员村,3室2厅 ,93.53, 南 , 其他 ,9,1997, 塔楼,6, 6个月以前发布,3980000.0,42554,VR看装修 房本满五年 
天力居 朝花园 精装大三房 满五方便看房,天力居,东圃,3室2厅 ,96.69, 北 , 精装 ,12,1998, 塔楼,58, 4个月以前发布,3600000.0,37233,近地铁 VR看装修 房本满五年 
南向看珠江公园视野开阔景观好，采光好，户型方正。,尚东美御,珠江新城东,4室2厅 ,179.0, 南 , 精装 ,32,2007, 塔楼,42, 3个月以前发布,19990000.0,111676,近地铁 VR房源 房本满五年 
"满五唯一,电梯中层东西对流，采光通风好",棠雅苑,华景新城,3室2厅 ,76.6, 东 , 简装 ,9,2001, 塔楼,17, 3个月以前发布,3450000.0,45040,VR房源 房本满五年 
高层南向采光通风好，视野广阔，装修保养不错,骏景花园,棠下,5室2厅 ,240.76, 南 , 简装 ,13,2003, 塔楼,48, 6个月以前发布,11800000.0,49012,近地铁 VR房源 房本满两年 
民族学院 师范校内 艺术家设计 保养9成新 小区环境好,民族学院宿舍,华景新城,3室1厅 ,89.0, 南 , 精装 ,6,1995, 板楼,89, 6个月以前发布,4550000.0,51124,VR看装修 房本满五年 
誉峰 3室2厅 南,誉峰,珠江新城东,3室2厅 ,206.73, 南 , 其他 ,43,2007, 板楼,23, 3个月以前发布,26000000.0,125768,VR房源 房本满两年 
户型合理，采光通风好，安静舒适,康湖山庄,员村,2室2厅 ,71.41, 南 北 , 精装 ,8,1998, 塔楼,17, 一年前发布,2700000.0,37810,VR看装修 房本满五年 
天河客运站 远洋天骄 精装大三房  中楼层,远洋天骄,天河客运站,3室2厅 ,97.14, 南 , 其他 ,19,2017, 塔楼,17, 2个月以前发布,6000000.0,61767,VR看装修 房本满两年 
二棉厂宿舍 ，性比价高，环境安静，小区环境好,二棉厂宿舍,员村,2室2厅 ,67.8, 南 , 简装 ,9,1997, 塔楼,31, 一年前发布,2800000.0,41298,近地铁 VR看装修 房本满五年 
位置优势 距珠江新城CBD 员村金融城 琶洲电商总部,海景中心,员村,2室1厅 ,82.74, 北 , 简装 ,27,1998, 塔楼,3, 4个月以前发布,3800000.0,45928,VR房源 房本满五年 
保利林海山庄 3室2厅 南,保利林海山庄,龙洞,3室2厅 ,125.22, 南 , 其他 ,7,1994, 塔楼,21, 8个月以前发布,7500000.0,59895,VR房源 房本满两年 
南向三房  采光好 精装修 近地铁,龙口小区,龙口西,3室1厅 ,81.81, 南 , 其他 ,9,1996, 塔楼,34, 1个月以前发布,5500000.0,67229,VR看装修 房本满五年 
珠江新城旁，高层南向安静望江两房。楼下在建地铁口。,海景中心,员村,2室1厅 ,69.97, 南 , 精装 ,27,1998, 塔楼,24, 2个月以前发布,3750000.0,53595,VR房源 房本满五年 
金融城，高层南向两房，近地铁，精装修，拎包入住,发源楼,员村,2室1厅 ,52.53, 南 , 精装 ,10,1997, 塔楼,64, 10个月以前发布,2050000.0,39026,VR看装修 房本满五年 
龙口中路 户型方正  通风采光好,龙口中路,龙口东,2室2厅 ,63.27, 东 西 , 简装 ,9,1995, 塔楼,34, 10个月以前发布,3610000.0,57058,VR看装修 房本满五年 
瑞心苑 原装电梯 精装4房 中层安静 景观好,瑞心苑,燕塘,4室2厅 ,150.63, 东南 , 精装 ,18,2001, 塔楼,31, 9个月以前发布,7350000.0,48796,VR看装修 房本满两年 
沙太路 中人集团宿舍大三房 看房方便,中人集团宿舍,沙太北,3室1厅 ,137.46, 南 , 精装 ,8,1999, 塔楼,4, 4个月以前发布,3220000.0,23425,VR看装修 房本满五年 
天河区   粤垦东莞庄路   侨英花园一房一厅两阳台东南,侨英花园,燕塘,1室1厅 ,52.75, 东南 , 简装 ,11,2008, 塔楼,36, 一年前发布,3200000.0,60664,VR房源 房本满五年 
天一新村 全明三房 户型方正 采光通透,天一新村,粤垦,3室2厅 ,86.88, 南 , 其他 ,6,2008, 塔楼,6, 6个月以前发布,4300000.0,49494,VR看装修 房本满五年 
单价低 总价少 带天台买房配现成果园,棠德花园,棠下,2室1厅 ,64.14, 东南 , 简装 ,9,2000, 塔楼,56, 6个月以前发布,1690000.0,26349,近地铁 VR房源 房本满五年 
此房户型方正，岗顶电梯物业，很安静，配套齐,百脑汇科技大厦,石牌,2室1厅 ,89.53, 东北 , 其他 ,30,2004, 塔楼,31, 6个月以前发布,3050000.0,34067,VR看装修 房本满五年 
住家装修 视野好 格局方正 采光通风好,东洲大厦,天河南,3室2厅 ,154.16, 东南 , 精装 ,26,1999, 塔楼,20, 10个月以前发布,11100000.0,72004,VR看装修 房本满五年 
